Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0004-96;AVENIDA MIGUEL ROSA;3768;SUL;PICARRA;64001-973;ETANOL;14/01/2026;4,49;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0003-05;AVENIDA PRESIDENTE KENNEDY;1944;;SAO CRISTOVAO;64052-800;GASOLINA;12/01/2026;5,89;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0003-05;AVENIDA PRESIDENTE KENNEDY;1944;;SAO CRISTOVAO;64052-800;GASOLINA ADITIVADA;12/01/2026;6,09;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0003-05;AVENIDA PRESIDENTE KENNEDY;1944;;SAO CRISTOVAO;64052-800;ETANOL;12/01/2026;4,59;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0009-09;AVENIDA MIGUEL ROSA;6185;SUL;;64001-973;GASOLINA;15/01/2026;5,89;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0009-09;AVENIDA MIGUEL ROSA;6185;SUL;;64001-973;GASOLINA ADITIVADA;15/01/2026;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0009-09;AVENIDA MIGUEL ROSA;6185;SUL;;64001-973;DIESEL;15/01/2026;6,39;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0009-09;AVENIDA MIGUEL ROSA;6185;SUL;;64001-973;ETANOL;15/01/2026;4,59;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0012-04;AVENIDA RUI BARBOSA;1662;;VILA OPERARIA;64076-410;GASOLINA;14/01/2026;5,89;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0012-04;AVENIDA RUI BARBOSA;1662;;VILA OPERARIA;64076-410;GASOLINA ADITIVADA;14/01/2026;6,29;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0012-04;AVENIDA RUI BARBOSA;1662;;VILA OPERARIA;64076-410;ETANOL;14/01/2026;4,49;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0002-24;AVENIDA MIGUEL ROSA;3833;SUL;PICARRA;64001-973;GASOLINA;14/01/2026;5,89;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0002-24;AVENIDA MIGUEL ROSA;3833;SUL;PICARRA;64001-973;GASOLINA ADITIVADA;14/01/2026;6,29;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0002-24;AVENIDA MIGUEL ROSA;3833;SUL;PICARRA;64001-973;ETANOL;14/01/2026;4,49;;R$ / litro;VIBRA
NE;PI;TERESINA;CLEONICE FERREIRA SILVA; 03.171.610/0001-46;AVENIDA BARAO DE GURGUEIA;2635;;VERMELHA;64018-500;GASOLINA;15/01/2026;5,89;;R$ / litro;BRANCA
NE;PI;TERESINA;CLEONICE FERREIRA SILVA; 03.171.610/0001-46;AVENIDA BARAO DE GURGUEIA;2635;;VERMELHA;64018-500;GASOLINA ADITIVADA;15/01/2026;5,99;;R$ / litro;BRANCA
NE;PI;TERESINA;CLEONICE FERREIRA SILVA; 03.171.610/0001-46;AVENIDA BARAO DE GURGUEIA;2635;;VERMELHA;64018-500;DIESEL;15/01/2026;5,99;;R$ / litro;BRANCA
NE;PI;TERESINA;CLEONICE FERREIRA SILVA; 03.171.610/0001-46;AVENIDA BARAO DE GURGUEIA;2635;;VERMELHA;64018-500;DIESEL S10;15/01/2026;6,09;;R$ / litro;BRANCA
NE;PI;TERESINA;CLEONICE FERREIRA SILVA; 03.171.610/0001-46;AVENIDA BARAO DE GURGUEIA;2635;;VERMELHA;64018-500;ETANOL;15/01/2026;4,49;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO HIDROLANDIA LTDA; 03.069.763/0001-87;AVENIDA PREFEITO WALL FERRAZ;8570;SUL;LOURIVAL PARENTE;64022-145;GASOLINA;15/01/2026;5,89;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO HIDROLANDIA LTDA; 03.069.763/0001-87;AVENIDA PREFEITO WALL FERRAZ;8570;SUL;LOURIVAL PARENTE;64022-145;GASOLINA ADITIVADA;15/01/2026;6,19;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO HIDROLANDIA LTDA; 03.069.763/0001-87;AVENIDA PREFEITO WALL FERRAZ;8570;SUL;LOURIVAL PARENTE;64022-145;DIESEL;15/01/2026;5,95;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO HIDROLANDIA LTDA; 03.069.763/0001-87;AVENIDA PREFEITO WALL FERRAZ;8570;SUL;LOURIVAL PARENTE;64022-145;DIESEL S10;15/01/2026;5,99;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO HIDROLANDIA LTDA; 03.069.763/0001-87;AVENIDA PREFEITO WALL FERRAZ;8570;SUL;LOURIVAL PARENTE;64022-145;ETANOL;15/01/2026;4,49;;R$ / litro;IPIRANGA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0001-00;RUA JOAQUIM NELSON;2121;;PARQUE IDEAL;64078-625;GASOLINA;15/01/2026;5,89;;R$ / litro;VIBRA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0001-00;RUA JOAQUIM NELSON;2121;;PARQUE IDEAL;64078-625;GASOLINA ADITIVADA;15/01/2026;6,19;;R$ / litro;VIBRA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0001-00;RUA JOAQUIM NELSON;2121;;PARQUE IDEAL;64078-625;DIESEL S10;15/01/2026;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0001-00;RUA JOAQUIM NELSON;2121;;PARQUE IDEAL;64078-625;ETANOL;15/01/2026;4,59;;R$ / litro;VIBRA
NE;PI;TERESINA;MOURA SOUSA E BONFIM LTDA; 01.416.988/0001-37;RODOVIA BR 343 KM 10;S/N;;RODOVIA;64045-970;GASOLINA;15/01/2026;5,69;;R$ / litro;ALE
NE;PI;TERESINA;MOURA SOUSA E BONFIM LTDA; 01.416.988/0001-37;RODOVIA BR 343 KM 10;S/N;;RODOVIA;64045-970;GASOLINA ADITIVADA;15/01/2026;6,09;;R$ / litro;ALE
NE;PI;TERESINA;MOURA SOUSA E BONFIM LTDA; 01.416.988/0001-37;RODOVIA BR 343 KM 10;S/N;;RODOVIA;64045-970;DIESEL;15/01/2026;5,84;;R$ / litro;ALE
NE;PI;TERESINA;MOURA SOUSA E BONFIM LTDA; 01.416.988/0001-37;RODOVIA BR 343 KM 10;S/N;;RODOVIA;64045-970;DIESEL S10;15/01/2026;5,89;;R$ / litro;ALE
NE;PI;TERESINA;MOURA SOUSA E BONFIM LTDA; 01.416.988/0001-37;RODOVIA BR 343 KM 10;S/N;;RODOVIA;64045-970;ETANOL;15/01/2026;4,67;;R$ / litro;ALE
NE;PI;TERESINA;FCN.X CARVALHO COMBUSTIVEL LTDA; 09.641.208/0001-64;AVENIDA HOMERO CASTELO BRANCO;630;SALA  C;SAO CRISTOVAO;64048-400;GASOLINA;12/01/2026;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;FCN.X CARVALHO COMBUSTIVEL LTDA; 09.641.208/0001-64;AVENIDA HOMERO CASTELO BRANCO;630;SALA  C;SAO CRISTOVAO;64048-400;GASOLINA ADITIVADA;12/01/2026;6,39;;R$ / litro;VIBRA
NE;PI;TERESINA;FCN.X CARVALHO COMBUSTIVEL LTDA; 09.641.208/0001-64;AVENIDA HOMERO CASTELO BRANCO;630;SALA  C;SAO CRISTOVAO;64048-400;ETANOL;12/01/2026;4,79;;R$ / litro;VIBRA
NE;PI;TERESINA;POSTO CERTO LTDA; 08.610.754/0001-75;AVENIDA JOAO XXIII;2180;;NOIVOS;64045-000;GASOLINA;12/01/2026;5,88;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO CERTO LTDA; 08.610.754/0001-75;AVENIDA JOAO XXIII;2180;;NOIVOS;64045-000;GASOLINA ADITIVADA;12/01/2026;6,18;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO CERTO LTDA; 08.610.754/0001-75;AVENIDA JOAO XXIII;2180;;NOIVOS;64045-000;DIESEL S10;12/01/2026;5,99;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO CERTO LTDA; 08.610.754/0001-75;AVENIDA JOAO XXIII;2180;;NOIVOS;64045-000;ETANOL;12/01/2026;4,49;;R$ / litro;SABBÁ
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0002-83;AVENIDA MARANHAO;900;;CENTRO/N;64000-010;GASOLINA;14/01/2026;5,85;;R$ / litro;VIBRA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0002-83;AVENIDA MARANHAO;900;;CENTRO/N;64000-010;GASOLINA ADITIVADA;14/01/2026;6,19;;R$ / litro;VIBRA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0002-83;AVENIDA MARANHAO;900;;CENTRO/N;64000-010;ETANOL;14/01/2026;4,59;;R$ / litro;VIBRA
NE;PI;TERESINA;G. & S. PETROLEO LTDA; 10.919.164/0001-70;AVENIDA SANTOS DUMONT;480;;VILA OPERARIA;64002-200;GASOLINA;14/01/2026;5,78;;R$ / litro;VIBRA
NE;PI;TERESINA;G. & S. PETROLEO LTDA; 10.919.164/0001-70;AVENIDA SANTOS DUMONT;480;;VILA OPERARIA;64002-200;ETANOL;14/01/2026;4,38;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0018-91;RUA OLAVO BILAC;989;SUL;CENTRO;64001-280;GASOLINA;15/01/2026;5,89;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0018-91;RUA OLAVO BILAC;989;SUL;CENTRO;64001-280;GASOLINA ADITIVADA;15/01/2026;6,19;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0018-91;RUA OLAVO BILAC;989;SUL;CENTRO;64001-280;ETANOL;15/01/2026;4,49;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0019-72;AVENIDA LINDOLFO MONTEIRO;990;;FATIMA;64049-440;GASOLINA;12/01/2026;6,09;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0019-72;AVENIDA LINDOLFO MONTEIRO;990;;FATIMA;64049-440;GASOLINA ADITIVADA;12/01/2026;6,49;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0019-72;AVENIDA LINDOLFO MONTEIRO;990;;FATIMA;64049-440;DIESEL;12/01/2026;6,54;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0019-72;AVENIDA LINDOLFO MONTEIRO;990;;FATIMA;64049-440;ETANOL;12/01/2026;4,79;;R$ / litro;VIBRA
NE;PI;TERESINA;ROCHA & RESPLANDES LTDA.; 13.713.560/0001-35;AV. PREFEITO FREITAS NETO;21;QD 13 CS 21/22;MOCAMBINHO;64010-100;GASOLINA;14/01/2026;6,09;;R$ / litro;VIBRA
NE;PI;TERESINA;ROCHA & RESPLANDES LTDA.; 13.713.560/0001-35;AV. PREFEITO FREITAS NETO;21;QD 13 CS 21/22;MOCAMBINHO;64010-100;GASOLINA ADITIVADA;14/01/2026;6,19;;R$ / litro;VIBRA
NE;PI;TERESINA;ROCHA & RESPLANDES LTDA.; 13.713.560/0001-35;AV. PREFEITO FREITAS NETO;21;QD 13 CS 21/22;MOCAMBINHO;64010-100;DIESEL S10;14/01/2026;6,19;;R$ / litro;VIBRA
NE;PI;TERESINA;ROCHA & RESPLANDES LTDA.; 13.713.560/0001-35;AV. PREFEITO FREITAS NETO;21;QD 13 CS 21/22;MOCAMBINHO;64010-100;ETANOL;14/01/2026;4,79;;R$ / litro;VIBRA
NE;PI;TERESINA;POSTO MAIS SAO JOAQUIM LTDA; 10.405.299/0001-18;RUA RUI BARBOSA;4499;;SAO JOAQUIM;64002-180;GASOLINA;14/01/2026;5,89;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO MAIS SAO JOAQUIM LTDA; 10.405.299/0001-18;RUA RUI BARBOSA;4499;;SAO JOAQUIM;64002-180;DIESEL;14/01/2026;5,99;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO MAIS SAO JOAQUIM LTDA; 10.405.299/0001-18;RUA RUI BARBOSA;4499;;SAO JOAQUIM;64002-180;ETANOL;14/01/2026;4,45;;R$ / litro;SABBÁ
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0020-06;AVENIDA DEPUTADO PAULO FERRAZ;2907;;SAO RAIMUNDO;64075-005;GASOLINA;15/01/2026;5,89;;R$ / litro;IPIRANGA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0020-06;AVENIDA DEPUTADO PAULO FERRAZ;2907;;SAO RAIMUNDO;64075-005;GASOLINA ADITIVADA;15/01/2026;6,19;;R$ / litro;IPIRANGA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0020-06;AVENIDA DEPUTADO PAULO FERRAZ;2907;;SAO RAIMUNDO;64075-005;DIESEL;15/01/2026;5,97;;R$ / litro;IPIRANGA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0020-06;AVENIDA DEPUTADO PAULO FERRAZ;2907;;SAO RAIMUNDO;64075-005;ETANOL;15/01/2026;4,59;;R$ / litro;IPIRANGA
NE;PI;TERESINA;COMPANHIA BRASILEIRA DE DISTRIBUICAO; 47.508.411/1563-26;AVENIDA PRESIDENTE KENNEDY;501;PARTE II;SAO CRISTOVAO;64052-345;GASOLINA;12/01/2026;5,84;;R$ / litro;IPIRANGA
NE;PI;TERESINA;COMPANHIA BRASILEIRA DE DISTRIBUICAO; 47.508.411/1563-26;AVENIDA PRESIDENTE KENNEDY;501;PARTE II;SAO CRISTOVAO;64052-345;GASOLINA ADITIVADA;12/01/2026;6,04;;R$ / litro;IPIRANGA
NE;PI;TERESINA;COMPANHIA BRASILEIRA DE DISTRIBUICAO; 47.508.411/1563-26;AVENIDA PRESIDENTE KENNEDY;501;PARTE II;SAO CRISTOVAO;64052-345;ETANOL;12/01/2026;4,69;;R$ / litro;IPIRANGA
NE;PI;TERESINA;PLANALTO PETROLEO UNIAO LTDA; 21.992.964/0001-33;AVENIDA UNIAO;2261;;MEMORARE;64009-500;GASOLINA;14/01/2026;5,89;;R$ / litro;IPIRANGA
NE;PI;TERESINA;PLANALTO PETROLEO UNIAO LTDA; 21.992.964/0001-33;AVENIDA UNIAO;2261;;MEMORARE;64009-500;GASOLINA ADITIVADA;14/01/2026;5,99;;R$ / litro;IPIRANGA
NE;PI;TERESINA;PLANALTO PETROLEO UNIAO LTDA; 21.992.964/0001-33;AVENIDA UNIAO;2261;;MEMORARE;64009-500;DIESEL S10;14/01/2026;5,89;;R$ / litro;IPIRANGA
NE;PI;TERESINA;PLANALTO PETROLEO UNIAO LTDA; 21.992.964/0001-33;AVENIDA UNIAO;2261;;MEMORARE;64009-500;ETANOL;14/01/2026;4,39;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO MARTINEZ LTDA - ME; 02.992.818/0001-63;AVENIDA ANTONIO OLIVEIRA;61;;GURUPI;64091-400;DIESEL S10;15/01/2026;6,19;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO MARTINEZ LTDA - ME; 02.992.818/0001-63;AVENIDA ANTONIO OLIVEIRA;61;;GURUPI;64091-400;ETANOL;15/01/2026;4,79;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO MARTINEZ LTDA - ME; 02.992.818/0001-63;AVENIDA ANTONIO OLIVEIRA;61;;GURUPI;64091-400;GASOLINA;15/01/2026;5,99;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO MARTINEZ LTDA - ME; 02.992.818/0001-63;AVENIDA ANTONIO OLIVEIRA;61;;GURUPI;64091-400;GASOLINA ADITIVADA;15/01/2026;6,29;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO MARTINEZ LTDA - ME; 02.992.818/0001-63;AVENIDA ANTONIO OLIVEIRA;61;;GURUPI;64091-400;DIESEL;15/01/2026;6,09;;R$ / litro;IPIRANGA
NE;PI;TERESINA;COMERCIO CARVALHO LTDA; 06.511.885/0013-03;RUA JERUMENHA;4590;LETRA A;BUENOS AIRES;64008-300;GASOLINA;14/01/2026;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;COMERCIO CARVALHO LTDA; 06.511.885/0013-03;RUA JERUMENHA;4590;LETRA A;BUENOS AIRES;64008-300;GASOLINA ADITIVADA;14/01/2026;6,19;;R$ / litro;VIBRA
NE;PI;TERESINA;COMERCIO CARVALHO LTDA; 06.511.885/0013-03;RUA JERUMENHA;4590;LETRA A;BUENOS AIRES;64008-300;ETANOL;14/01/2026;4,89;;R$ / litro;VIBRA
NE;PI;TERESINA;PLANALTO PETROLEO ESTAIADA LTDA; 30.043.687/0001-03;RUA PRIMEIRO DE MAIO (ZONA NORTE);1627;;MARQUES;64002-510;GASOLINA;14/01/2026;5,85;;R$ / litro;BRANCA
NE;PI;TERESINA;PLANALTO PETROLEO ESTAIADA LTDA; 30.043.687/0001-03;RUA PRIMEIRO DE MAIO (ZONA NORTE);1627;;MARQUES;64002-510;GASOLINA ADITIVADA;14/01/2026;5,85;;R$ / litro;BRANCA
NE;PI;TERESINA;PLANALTO PETROLEO ESTAIADA LTDA; 30.043.687/0001-03;RUA PRIMEIRO DE MAIO (ZONA NORTE);1627;;MARQUES;64002-510;ETANOL;14/01/2026;4,44;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO DE COMBUSTIVEL AGUIA LTDA; 28.985.753/0001-12;AVENIDA HOMERO CASTELO BRANCO;2101;LETRA A;FATIMA;64049-505;GASOLINA;12/01/2026;6,09;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO DE COMBUSTIVEL AGUIA LTDA; 28.985.753/0001-12;AVENIDA HOMERO CASTELO BRANCO;2101;LETRA A;FATIMA;64049-505;GASOLINA ADITIVADA;12/01/2026;6,19;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO DE COMBUSTIVEL AGUIA LTDA; 28.985.753/0001-12;AVENIDA HOMERO CASTELO BRANCO;2101;LETRA A;FATIMA;64049-505;DIESEL S10;12/01/2026;6,79;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO DE COMBUSTIVEL AGUIA LTDA; 28.985.753/0001-12;AVENIDA HOMERO CASTELO BRANCO;2101;LETRA A;FATIMA;64049-505;ETANOL;12/01/2026;4,69;;R$ / litro;IPIRANGA
NE;PI;TERESINA;JESUS JOSE NOGUEIRA JUNIOR LTDA; 38.635.568/0001-51;AVENIDA SENADOR AREA LEAO;2140;;SAO CRISTOVAO;64051-090;GASOLINA;12/01/2026;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;JESUS JOSE NOGUEIRA JUNIOR LTDA; 38.635.568/0001-51;AVENIDA SENADOR AREA LEAO;2140;;SAO CRISTOVAO;64051-090;GASOLINA ADITIVADA;12/01/2026;6,39;;R$ / litro;VIBRA
NE;PI;TERESINA;JESUS JOSE NOGUEIRA JUNIOR LTDA; 38.635.568/0001-51;AVENIDA SENADOR AREA LEAO;2140;;SAO CRISTOVAO;64051-090;DIESEL S10;12/01/2026;6,29;;R$ / litro;VIBRA
NE;PI;TERESINA;JESUS JOSE NOGUEIRA JUNIOR LTDA; 38.635.568/0001-51;AVENIDA SENADOR AREA LEAO;2140;;SAO CRISTOVAO;64051-090;ETANOL;12/01/2026;4,69;;R$ / litro;VIBRA
NE;PI;TERESINA;POSTO JOIA LTDA; 08.965.723/0001-37;RUA ENGENHEIRO ALVES DE NORONHA;5102;;BUENOS AIRES;64008-400;GASOLINA;21/01/2026;5,89;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO JOIA LTDA; 08.965.723/0001-37;RUA ENGENHEIRO ALVES DE NORONHA;5102;;BUENOS AIRES;64008-400;ETANOL;21/01/2026;4,34;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO HOMERO CASTELO BRANCO LTDA; 08.596.605/0001-07;AVENIDA TOMAZ DE AREA LEAO;2563;;ININGA;64048-600;GASOLINA;19/01/2026;5,97;;R$ / litro;VIBRA
NE;PI;TERESINA;POSTO HOMERO CASTELO BRANCO LTDA; 08.596.605/0001-07;AVENIDA TOMAZ DE AREA LEAO;2563;;ININGA;64048-600;GASOLINA ADITIVADA;19/01/2026;6,26;;R$ / litro;VIBRA
NE;PI;TERESINA;POSTO HOMERO CASTELO BRANCO LTDA; 08.596.605/0001-07;AVENIDA TOMAZ DE AREA LEAO;2563;;ININGA;64048-600;ETANOL;19/01/2026;4,57;;R$ / litro;VIBRA
NE;PI;TERESINA;PN PETROLEO LTDA.; 06.331.431/0001-17;RUA MUNDINHO FERRAZ;3225;;SAO CRISTOVAO;64055-330;GASOLINA;19/01/2026;5,89;;R$ / litro;BRANCA
NE;PI;TERESINA;PN PETROLEO LTDA.; 06.331.431/0001-17;RUA MUNDINHO FERRAZ;3225;;SAO CRISTOVAO;64055-330;GASOLINA ADITIVADA;19/01/2026;5,89;;R$ / litro;BRANCA
NE;PI;TERESINA;PN PETROLEO LTDA.; 06.331.431/0001-17;RUA MUNDINHO FERRAZ;3225;;SAO CRISTOVAO;64055-330;DIESEL S10;19/01/2026;6,09;;R$ / litro;BRANCA
NE;PI;TERESINA;S P MAGALHAES EMPREENDIMENTOS LTDA; 10.978.518/0001-58;AVENIDA JOAO XXIII;1520;0;SÃO CRISTÓVÃO;64045-000;GASOLINA;19/01/2026;5,86;;R$ / litro;SABBÁ
NE;PI;TERESINA;S P MAGALHAES EMPREENDIMENTOS LTDA; 10.978.518/0001-58;AVENIDA JOAO XXIII;1520;0;SÃO CRISTÓVÃO;64045-000;GASOLINA ADITIVADA;19/01/2026;6,04;;R$ / litro;SABBÁ
NE;PI;TERESINA;S P MAGALHAES EMPREENDIMENTOS LTDA; 10.978.518/0001-58;AVENIDA JOAO XXIII;1520;0;SÃO CRISTÓVÃO;64045-000;ETANOL;19/01/2026;4,57;;R$ / litro;SABBÁ
NE;PI;TERESINA;TRANSSERVICE PETROLEO LTDA; 02.927.004/0001-45;AVENIDA BARAO DE GURGUEIA;2300;;SAO PEDRO;64019-350;GASOLINA;22/01/2026;5,89;;R$ / litro;BRANCA
NE;PI;TERESINA;TRANSSERVICE PETROLEO LTDA; 02.927.004/0001-45;AVENIDA BARAO DE GURGUEIA;2300;;SAO PEDRO;64019-350;GASOLINA ADITIVADA;22/01/2026;5,89;;R$ / litro;BRANCA
NE;PI;TERESINA;TRANSSERVICE PETROLEO LTDA; 02.927.004/0001-45;AVENIDA BARAO DE GURGUEIA;2300;;SAO PEDRO;64019-350;DIESEL;22/01/2026;6,04;;R$ / litro;BRANCA
NE;PI;TERESINA;TRANSSERVICE PETROLEO LTDA; 02.927.004/0001-45;AVENIDA BARAO DE GURGUEIA;2300;;SAO PEDRO;64019-350;DIESEL S10;22/01/2026;6,06;;R$ / litro;BRANCA
NE;PI;TERESINA;TRANSSERVICE PETROLEO LTDA; 02.927.004/0001-45;AVENIDA BARAO DE GURGUEIA;2300;;SAO PEDRO;64019-350;ETANOL;22/01/2026;4,44;;R$ / litro;BRANCA
NE;PI;TERESINA;SAO FRANCISCO PETROLEO LTDA; 10.336.626/0001-27;AVENIDA FREI SERAFIM;2474;;CENTRO;64001-020;GASOLINA;19/01/2026;5,89;;R$ / litro;VIBRA
NE;PI;TERESINA;SAO FRANCISCO PETROLEO LTDA; 10.336.626/0001-27;AVENIDA FREI SERAFIM;2474;;CENTRO;64001-020;GASOLINA ADITIVADA;19/01/2026;6,19;;R$ / litro;VIBRA
NE;PI;TERESINA;SAO FRANCISCO PETROLEO LTDA; 10.336.626/0001-27;AVENIDA FREI SERAFIM;2474;;CENTRO;64001-020;DIESEL S10;19/01/2026;6,39;;R$ / litro;VIBRA
NE;PI;TERESINA;SAO FRANCISCO PETROLEO LTDA; 10.336.626/0001-27;AVENIDA FREI SERAFIM;2474;;CENTRO;64001-020;ETANOL;19/01/2026;4,59;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0004-96;AVENIDA MIGUEL ROSA;3768;SUL;PICARRA;64001-973;GASOLINA;21/01/2026;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0004-96;AVENIDA MIGUEL ROSA;3768;SUL;PICARRA;64001-973;GASOLINA ADITIVADA;21/01/2026;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0004-96;AVENIDA MIGUEL ROSA;3768;SUL;PICARRA;64001-973;ETANOL;21/01/2026;4,49;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0003-05;AVENIDA PRESIDENTE KENNEDY;1944;;SAO CRISTOVAO;64052-800;GASOLINA;19/01/2026;5,89;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0003-05;AVENIDA PRESIDENTE KENNEDY;1944;;SAO CRISTOVAO;64052-800;GASOLINA ADITIVADA;19/01/2026;6,09;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0003-05;AVENIDA PRESIDENTE KENNEDY;1944;;SAO CRISTOVAO;64052-800;ETANOL;19/01/2026;4,59;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0012-04;AVENIDA RUI BARBOSA;1662;;VILA OPERARIA;64076-410;GASOLINA;21/01/2026;5,89;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0012-04;AVENIDA RUI BARBOSA;1662;;VILA OPERARIA;64076-410;GASOLINA ADITIVADA;21/01/2026;6,29;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0012-04;AVENIDA RUI BARBOSA;1662;;VILA OPERARIA;64076-410;ETANOL;21/01/2026;4,49;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0002-24;AVENIDA MIGUEL ROSA;3833;SUL;PICARRA;64001-973;GASOLINA;21/01/2026;5,89;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0002-24;AVENIDA MIGUEL ROSA;3833;SUL;PICARRA;64001-973;GASOLINA ADITIVADA;21/01/2026;6,29;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0002-24;AVENIDA MIGUEL ROSA;3833;SUL;PICARRA;64001-973;ETANOL;21/01/2026;4,49;;R$ / litro;VIBRA
